college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL1154,"Krantiveer Vasudeo Balwant Phadke Arts, Science and Commerce College, Chakan","Arts, Science & Commerce",Private,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1984,A,,No,3.34,4148,237,8.8,MCom; BA; BSc; MA; BCom,Yes,www.krantiveervasudeobalwantphad.ac.in,Active
COL1155,"Sinhgad Technical Education Society's Vitthalrao Vikhe Patil Agricultural Institute, Udgir",Agriculture,Private,Latur,Udgir,Maharashtra,"Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli",2019,C,,No,2.28,575,43,197.9,B.Tech Agricultural Engineering; B.Sc Agriculture,Yes,www.sinhgadtechnicaleducationsoc.edu.in,Active
COL1156,"New Model Institute of Pharmaceutical Sciences, Ichalkaranji",Pharmacy,Autonomous,Kolhapur,Ichalkaranji,Maharashtra,"Shivaji University, Kolhapur",1961,A,,Yes,3.29,453,26,8.9,D.Pharm; M.Pharm; B.Pharm,No,www.newmodelinstituteofpharmaceu.ac.in,Active
COL1157,"Bhausaheb Hire Commerce College, Parbhani",Commerce,Private,Parbhani,Parbhani,Maharashtra,Swami Ramanand Teerth Marathwada University,1982,B,,No,2.7,2677,113,2.9,BCom; BCom (Banking & Insurance); MCom,No,www.bhausahebhirecommercecollege.ac.in,Active
COL1158,"Government B.Ed. College, Malegaon",Education (B.Ed/D.Ed),Autonomous,Nashik,Malegaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1952,A++,,Yes,3.98,354,15,2.9,B.Ed; M.Ed; D.Ed,Yes,www.governmentbedcollegemalegaon.ac.in,Active
COL1159,"Dnyaneshwar Polytechnic, Amravati",Polytechnic,Government,Amravati,Amravati,Maharashtra,Sant Gadge Baba Amravati University,1911,A,116,No,3.4,1732,80,14.2,Diploma in Civil Engineering; Diploma in Mechanical Engineering; Diploma in Electrical Engineering,No,www.dnyaneshwarpolytechnicamrava.org.in,Active
COL1160,HPT Arts and RYK Science College,"Arts, Science & Commerce",Autonomous,Nashik,Nashik,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1874,A++,,Yes,3.93,4600,232,23.6,BSc; MA; MCom; MSc,No,www.hptartsandryksciencecollege.ac.in,Active
COL1161,"Deccan Education Society's Balasaheb Thackeray Mahavidyalaya, Kankavli","Arts, Science & Commerce",Government,Sindhudurg,Kankavli,Maharashtra,University of Mumbai,1927,A+,6,No,3.54,3232,226,11.5,MSc; BA; MA; MCom; BCom; BSc,No,www.deccaneducationsocietysbalas.ac.in,Active
COL1162,"Chhatrapati Shivaji Arts, Science and Commerce College, Pen","Arts, Science & Commerce",Private,Raigad,Pen,Maharashtra,University of Mumbai,1994,B+,,Yes,2.81,4456,278,5.6,BSc; BCom; BA; MA; MCom; MSc,Yes,www.chhatrapatishivajiartsscienc.ac.in,Active
COL1163,"Jain Education Society's Punyashlok Ahilyadevi Holkar Mahavidyalaya, Dadar","Arts, Science & Commerce",Private,Mumbai City,Dadar,Maharashtra,University of Mumbai,1986,B,,No,2.54,3811,243,34.1,MA; BSc,Yes,www.jaineducationsocietyspunyash.edu.in,Active
COL1164,"Vinoba Bhave Commerce College, Ratnagiri",Commerce,Private,Ratnagiri,Ratnagiri,Maharashtra,University of Mumbai,1976,B+,,No,2.9,2450,125,10.3,MCom; BCom,Yes,www.vinobabhavecommercecollegera.ac.in,Active
COL1165,"Bharatiya Vidya Bhavan's Jyotirao Phule College of Engineering, Andheri",Engineering,Private,Mumbai Suburban,Andheri,Maharashtra,Dr. Babasaheb Ambedkar Technological University,2011,B,,No,2.56,3008,170,71.3,BE Mechanical Engineering; BE Electrical Engineering; BE Civil Engineering,Yes,www.bharatiyavidyabhavansjyotira.edu.in,Active
COL1166,"New Model College of Engineering and Technology, Achalpur",Engineering,Autonomous,Amravati,Achalpur,Maharashtra,Sant Gadge Baba Amravati University,1989,A,,Yes,3.5,3910,227,27.0,BE Electrical Engineering; BE Mechanical Engineering; BE Electronics & Telecommunication,Yes,www.newmodelcollegeofengineering.org.in,Active
COL1167,"Rayat Shikshan Sanstha's Dnyaneshwar College of Engineering, Daryapur",Engineering,Private,Amravati,Daryapur,Maharashtra,Sant Gadge Baba Amravati University,1997,A,,No,3.48,974,63,78.0,BE Electronics & Telecommunication; BE Mechanical Engineering; BE Civil Engineering; BE Computer Engineering; BE Electrical Engineering,No,www.rayatshikshansansthasdnyanes.org.in,Active
COL1168,"Shahu Maharaj Science College, Partur",Science,Private,Jalna,Partur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2006,B,,Yes,2.56,1920,112,11.0,BSc Computer Science; BSc Physics,Yes,www.shahumaharajsciencecollegepa.ac.in,Active
COL1169,"Deccan Education Society's Annasaheb Magar College of Science, Chakan",Science,Autonomous,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1997,A++,,Yes,3.77,762,55,17.7,MSc; BSc Physics; BSc Computer Science; BSc Chemistry; BSc Mathematics,Yes,www.deccaneducationsocietysannas.org.in,Active
COL1170,"Anjuman-I-Islam's Bhausaheb Hire Mahavidyalaya, Wardha","Arts, Science & Commerce",Private,Wardha,Wardha,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1996,B+,,No,2.84,2620,129,41.5,MCom; BSc; MSc; BA,Yes,www.anjuman-i-islamsbhausahebhir.ac.in,Active
COL1171,"Punyashlok Ahilyadevi Holkar Institute of Polytechnic, Borivali",Polytechnic,Private,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,2011,A+,,No,3.74,841,67,18.5,Diploma in Civil Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering,No,www.punyashlokahilyadeviholkarin.org.in,Active
COL1172,"Shahu Maharaj College of Education, Paithan",Education (B.Ed/D.Ed),Autonomous,Chhatrapati Sambhajinagar,Paithan,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1968,A++,54,Yes,3.8,369,30,8.1,M.Ed; D.Ed,No,www.shahumaharajcollegeofeducati.edu.in,Active
COL1173,"Lokmanya Tilak Institute of Engineering and Technology, Chandrapur",Engineering,Autonomous,Chandrapur,Chandrapur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2001,A++,,Yes,3.85,3676,237,79.3,BE Civil Engineering; BE Mechanical Engineering; BE Electronics & Telecommunication; BE Electrical Engineering; BE Computer Engineering; ME,Yes,www.lokmanyatilakinstituteofengi.org.in,Active
COL1174,"Nutan Vidya Prasarak Sanstha's Punyashlok Ahilyadevi Holkar Polytechnic, Amalner",Polytechnic,Private,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2003,B+,,No,2.78,1065,75,18.3,Diploma in Civil Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering; Diploma in Electrical Engineering,No,www.nutanvidyaprasaraksansthaspu.org.in,Active
COL1175,"Maratha Vidya Prasarak Samaj's Kisan Veer Mahavidyalaya, Jintur","Arts, Science & Commerce",Autonomous,Parbhani,Jintur,Maharashtra,Swami Ramanand Teerth Marathwada University,1994,A++,,Yes,3.79,2989,132,11.9,MCom; BCom; MA; BSc,Yes,www.marathavidyaprasaraksamajski.edu.in,Active
COL1176,"New Model College of Pharmacy, Andheri",Pharmacy,Private,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,2012,A+,,Yes,3.53,434,25,11.6,D.Pharm; B.Pharm,Yes,www.newmodelcollegeofpharmacyand.ac.in,Active
COL1177,"Dnyaneshwar Institute of Polytechnic, Miraj",Polytechnic,Deemed,Sangli,Miraj,Maharashtra,Dnyaneshwar Institute of Polytechnic (Deemed to be University),1991,A++,,Yes,3.86,1881,110,13.7,Diploma in Civil Engineering; Diploma in Electrical Engineering; Diploma in Mechanical Engineering,No,www.dnyaneshwarinstituteofpolyte.ac.in,Active
COL1178,"Annasaheb Magar College of Engineering, Panvel",Engineering,Private,Raigad,Panvel,Maharashtra,University of Mumbai,2014,A+,,No,3.7,3159,154,15.7,BE Civil Engineering; BE Electrical Engineering; BE Computer Engineering; BE Mechanical Engineering,Yes,www.annasahebmagarcollegeofengin.ac.in,Active
COL1179,"Government Medical College and Hospital, Kagal",Medical,Private,Kolhapur,Kagal,Maharashtra,"Shivaji University, Kolhapur",1983,B,,No,2.71,1050,68,76.8,MS; MBBS; MD,Yes,www.governmentmedicalcollegeandh.ac.in,Active
COL1180,"Government College of Commerce, Ambad",Commerce,Private,Jalna,Ambad,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1999,B+,,No,2.84,1320,108,5.7,BCom; MCom,Yes,www.governmentcollegeofcommercea.ac.in,Active
COL1181,Pandharpur College of Pharmacy,Pharmacy,Private,Solapur,Pandharpur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,2005,A,,No,3.43,521,31,19.1,B.Pharm; M.Pharm,No,www.pandharpurcollegeofpharmacy.edu.in,Active
COL1182,"Sant Gadge Baba College of Agriculture, Nashik",Agriculture,Private,Nashik,Nashik,Maharashtra,"Mahatma Phule Krishi Vidyapeeth, Rahuri",2013,B++,,No,3.21,350,27,205.7,B.Sc Agriculture; B.Tech Agricultural Engineering; M.Sc Agriculture,Yes,www.santgadgebabacollegeofagricu.ac.in,Active
COL1183,"Kai. Shankarrao Patil Education Society's Loknete Gopinathji Munde Polytechnic, Kagal",Polytechnic,Private,Kolhapur,Kagal,Maharashtra,"Shivaji University, Kolhapur",1983,A,,No,3.4,1749,78,7.1,Diploma in Mechanical Engineering; Diploma in Electrical Engineering,Yes,www.kaishankarraopatileducations.org.in,Active
COL1184,"Lokmanya Tilak Commerce College, Vasai",Commerce,Private,Palghar,Vasai,Maharashtra,University of Mumbai,2009,B+,,Yes,2.89,2993,140,4.1,MCom; BCom (Accounting & Finance),Yes,www.lokmanyatilakcommercecollege.edu.in,Active
COL1185,"New Model College of Science, Paithan",Science,Private,Chhatrapati Sambhajinagar,Paithan,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2007,B,,Yes,2.64,1808,126,8.4,BSc Computer Science; BSc Mathematics; MSc; BSc Chemistry; BSc Physics,No,www.newmodelcollegeofsciencepait.ac.in,Active
COL1186,"Shikshan Prasarak Mandal's Loknete Gopinathji Munde Institute of Nursing Sciences, Kolhapur",Nursing,Private,Kolhapur,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",2010,B+,,No,3.0,133,9,2.7,ANM; GNM,No,www.shikshanprasarakmandalslokne.ac.in,Active
COL1187,"Sinhgad Technical Education Society's Baburao Kale College of Commerce, Umred",Commerce,Private,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1978,A+,,Yes,3.7,3374,149,9.7,BCom (Accounting & Finance); BCom,Yes,www.sinhgadtechnicaleducationsoc.ac.in,Active
COL1188,"MIT Art Design and Technology Group's Ramabai Ranade Mahavidyalaya, Chandur","Arts, Science & Commerce",Private,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,2020,B+,,No,2.78,5634,315,33.2,BSc; MA; MSc; BA; MCom,Yes,www.mitartdesignandtechnologygro.edu.in,Active
COL1189,"Jyotirao Phule Commerce College, Nanded",Commerce,Deemed,Nanded,Nanded,Maharashtra,Jyotirao Phule Commerce College (Deemed to be University),1971,A++,,Yes,3.97,3009,137,7.1,BCom (Banking & Insurance); BCom; MCom; BCom (Accounting & Finance),Yes,www.jyotiraophulecommercecollege.ac.in,Active
COL1190,"Tukaram Polytechnic, Ulhasnagar",Polytechnic,Autonomous,Thane,Ulhasnagar,Maharashtra,University of Mumbai,2001,B+,,Yes,2.97,1617,70,29.9,Diploma in Electrical Engineering; Diploma in Mechanical Engineering,Yes,www.tukarampolytechniculhasnagar.edu.in,Active
COL1191,"Sanjivani Rural Education Society's Vinoba Bhave College of Nursing, Vile Parle",Nursing,Autonomous,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,1974,B++,,Yes,3.24,419,21,4.3,M.Sc Nursing; B.Sc Nursing; GNM; ANM,No,www.sanjivaniruraleducationsocie.org.in,Active
COL1192,"Government Institute of Pharmaceutical Sciences, Dharashiv",Pharmacy,Private,Dharashiv,Dharashiv,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2007,B+,,No,2.86,268,14,5.6,B.Pharm; M.Pharm,No,www.governmentinstituteofpharmac.org.in,Active
COL1193,Ahmadpur School of Architecture,Architecture,Private,Latur,Ahmadpur,Maharashtra,Swami Ramanand Teerth Marathwada University,1996,B++,,No,3.04,373,17,14.5,B.Arch; M.Arch,No,www.ahmadpurschoolofarchitecture.ac.in,Active
COL1194,"Karmaveer Bhaurao Patil Mahavidyalaya, Sakoli","Arts, Science & Commerce",Autonomous,Bhandara,Sakoli,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2000,A,,Yes,3.49,1505,109,42.4,BA; MA; BCom,Yes,www.karmaveerbhauraopatilmahavid.org.in,Active
COL1195,Nashik Institute of Nursing Sciences,Nursing,Deemed,Nashik,Nashik,Maharashtra,Nashik Institute of Nursing Sciences (Deemed to be University),1962,B++,,Yes,3.14,152,8,13.9,M.Sc Nursing; GNM,Yes,www.nashikinstituteofnursingscie.ac.in,Active
COL1196,"Government College of Nursing, Wardha",Nursing,Deemed,Wardha,Wardha,Maharashtra,Government College of Nursing (Deemed to be University),1981,B,,Yes,2.73,491,20,8.8,B.Sc Nursing; GNM; ANM; M.Sc Nursing,Yes,www.governmentcollegeofnursingwa.ac.in,Active
COL1197,"Dnyaneshwar Institute of Engineering and Technology, Ichalkaranji",Engineering,Deemed,Kolhapur,Ichalkaranji,Maharashtra,Dnyaneshwar Institute of Engineering and Technology (Deemed to be University),2004,A,,Yes,3.42,2733,130,52.7,ME; BE Computer Engineering,Yes,www.dnyaneshwarinstituteofengine.ac.in,Active
COL1198,"Progressive Education Society's Loknete Gopinathji Munde Mahavidyalaya, Kankavli","Arts, Science & Commerce",Deemed,Sindhudurg,Kankavli,Maharashtra,Progressive Education Society's Loknete Gopinathji Munde Mahavidyalaya (Deemed to be University),1977,A+,,Yes,3.63,6276,342,8.9,MSc; BA; MCom; BSc,Yes,www.progressiveeducationsocietys.ac.in,Active
COL1199,"Swami Vivekanand Arts, Science and Commerce College, Kalamnuri","Arts, Science & Commerce",Government,Hingoli,Kalamnuri,Maharashtra,Swami Ramanand Teerth Marathwada University,1903,A,,Yes,3.33,756,34,44.3,BA; MSc; BCom; MA,No,www.swamivivekanandartssciencean.ac.in,Active
COL1200,"Shri Sant Savata Mali Institute of Engineering and Technology, Umred",Engineering,Private,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2001,A++,,No,3.9,4266,348,38.7,BE Civil Engineering; BE Mechanical Engineering; ME; BE Electrical Engineering,No,www.shrisantsavatamaliinstituteo.ac.in,Active
COL1201,"Sane Guruji Institute of Pharmaceutical Sciences, Vaijapur",Pharmacy,Private,Chhatrapati Sambhajinagar,Vaijapur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2009,Not Accredited,,No,0.0,736,59,17.2,D.Pharm; B.Pharm,No,www.sanegurujiinstituteofpharmac.org.in,Active
COL1202,"Vasantrao Naik Arts, Science and Commerce College, Chakan","Arts, Science & Commerce",Government,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1882,Not Accredited,,No,0.0,1301,84,17.0,MA; BA; BCom; MCom; MSc,Yes,www.vasantraonaikartsscienceandc.ac.in,Active
COL1203,"Swami Vivekanand Institute of Engineering and Technology, Ambajogai",Engineering,Private,Beed,Ambajogai,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1996,B+,,No,2.78,1487,87,61.3,ME; BE Mechanical Engineering,Yes,www.swamivivekanandinstituteofen.org.in,Active
COL1204,"Maratha Vidya Prasarak Samaj's Yashwantrao Chavan Arts, Science and Commerce College, Andheri","Arts, Science & Commerce",Deemed,Mumbai Suburban,Andheri,Maharashtra,Maratha Vidya Prasarak Samaj's Yashwantrao Chavan Arts (Deemed to be University),1996,B++,,Yes,3.22,7162,352,42.1,MSc; MA; MCom; BSc; BA,Yes,www.marathavidyaprasaraksamajsya.ac.in,Active
COL1205,"New Model Institute of Nursing Sciences, Balapur",Nursing,Autonomous,Akola,Balapur,Maharashtra,Sant Gadge Baba Amravati University,1981,A,,Yes,3.28,147,11,15.0,B.Sc Nursing; M.Sc Nursing; ANM,Yes,www.newmodelinstituteofnursingsc.edu.in,Active
COL1206,"Jain Education Society's Tukaram College of Science, Girgaon",Science,Government,Mumbai City,Girgaon,Maharashtra,University of Mumbai,1944,A,,No,3.46,1133,54,22.2,BSc Computer Science; BSc Mathematics; BSc Physics; BSc Chemistry; MSc,No,www.jaineducationsocietystukaram.ac.in,Active
COL1207,"Swami Vivekanand Institute of Polytechnic, Pune",Polytechnic,Private,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1990,B+,,No,2.92,527,22,6.6,Diploma in Electrical Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering,No,www.swamivivekanandinstituteofpo.edu.in,Active
COL1208,"Sinhgad Technical Education Society's Anandibai Joshi Institute of Polytechnic, Jintur",Polytechnic,Private,Parbhani,Jintur,Maharashtra,Swami Ramanand Teerth Marathwada University,1998,B,,No,2.58,777,44,22.8,Diploma in Computer Engineering; Diploma in Mechanical Engineering; Diploma in Electrical Engineering; Diploma in Civil Engineering,Yes,www.sinhgadtechnicaleducationsoc.edu.in,Active
COL1209,"Anjuman-I-Islam's Kisan Veer Institute of Engineering and Technology, Vaijapur",Engineering,Government,Chhatrapati Sambhajinagar,Vaijapur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1900,C,,No,2.45,1471,69,68.0,BE Electronics & Telecommunication; BE Mechanical Engineering; BE Civil Engineering,No,www.anjuman-i-islamskisanveerins.ac.in,Active
COL1210,"Dr. Babasaheb Ambedkar Arts College, Kamptee",Arts,Deemed,Nagpur,Kamptee,Maharashtra,Dr. Babasaheb Ambedkar Arts College (Deemed to be University),2002,A++,,Yes,3.95,337,14,1.3,BA English; BA Marathi,No,www.drbabasahebambedkarartscolle.ac.in,Active
COL1211,"Vitthalrao Vikhe Patil Arts, Science and Commerce College, Chalisgaon","Arts, Science & Commerce",Deemed,Jalgaon,Chalisgaon,Maharashtra,Vitthalrao Vikhe Patil Arts (Deemed to be University),2003,A,,Yes,3.47,1297,59,26.7,BCom; BA,Yes,www.vitthalraovikhepatilartsscie.ac.in,Active
COL1212,"Lok Shikshan Sanstha's Lokmanya Tilak College of Pharmacy, Gadhinglaj",Pharmacy,Private,Kolhapur,Gadhinglaj,Maharashtra,"Shivaji University, Kolhapur",2020,A,,No,3.37,344,18,5.4,M.Pharm; B.Pharm,Yes,www.lokshikshansansthaslokmanyat.edu.in,Active
COL1213,"Government Institute of Polytechnic, Nashik",Polytechnic,Private,Nashik,Nashik,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1995,A,,No,3.44,1714,104,5.5,Diploma in Computer Engineering; Diploma in Mechanical Engineering; Diploma in Civil Engineering; Diploma in Electrical Engineering,No,www.governmentinstituteofpolytec.ac.in,Active
COL1214,"Krantiveer Vasudeo Balwant Phadke College of Science, Chandrapur",Science,Private,Chandrapur,Chandrapur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1985,B+,,No,2.89,566,41,24.4,BSc Computer Science; BSc Physics,No,www.krantiveervasudeobalwantphad.edu.in,Active
COL1215,"Government College of Engineering, Balapur",Engineering,Deemed,Akola,Balapur,Maharashtra,Government College of Engineering (Deemed to be University),1966,A++,,Yes,4.0,1771,102,9.3,BE Electronics & Telecommunication; ME; BE Electrical Engineering; BE Mechanical Engineering; BE Civil Engineering,Yes,www.governmentcollegeofengineeri.ac.in,Active
COL1216,"Terna Public Charitable Trust's Vitthalrao Vikhe Patil Arts, Science and Commerce College, Kopargaon","Arts, Science & Commerce",Autonomous,Ahmednagar,Kopargaon,Maharashtra,Savitribai Phule Pune University,1958,A,,Yes,3.26,3806,290,32.6,MSc; BSc,No,www.ternapubliccharitabletrustsv.org.in,Active
COL1217,"Sant Gadge Baba School of Business Management, Vita",Management (MBA/BBA),Private,Sangli,Vita,Maharashtra,"Shivaji University, Kolhapur",2012,B+,,No,2.86,386,19,2.4,BBA; MMS; MBA; PGDM,No,www.santgadgebabaschoolofbusines.edu.in,Active
COL1218,"Progressive Education Society's Balasaheb Desai Agricultural Institute, Ahmednagar",Agriculture,Deemed,Ahmednagar,Ahmednagar,Maharashtra,Progressive Education Society's Balasaheb Desai Agricultural Institute (Deemed to be University),1982,A+,292,Yes,3.74,1544,67,178.1,M.Sc Agriculture; B.Tech Agricultural Engineering,Yes,www.progressiveeducationsocietys.ac.in,Active
COL1219,Government Polytechnic Mumbai,Polytechnic,Government,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1903,A++,202,No,3.91,657,30,9.3,Diploma in Mechanical Engineering; Diploma in Civil Engineering,No,www.governmentpolytechnicmumbai.org.in,Active
COL1220,"Vitthalrao Vikhe Patil Institute of Management Studies, Ulhasnagar",Management (MBA/BBA),Deemed,Thane,Ulhasnagar,Maharashtra,Vitthalrao Vikhe Patil Institute of Management Studies (Deemed to be University),1998,A,,Yes,3.44,693,41,11.5,PGDM; MMS,Yes,www.vitthalraovikhepatilinstitut.ac.in,Active
COL1221,"Chhatrapati Sambhaji Arts, Science and Commerce College, Dadar","Arts, Science & Commerce",Autonomous,Mumbai City,Dadar,Maharashtra,University of Mumbai,2001,A,,Yes,3.39,5095,369,27.3,MCom; BA; MA; BCom; MSc,No,www.chhatrapatisambhajiartsscien.ac.in,Active
COL1222,St. Xavier's College,"Arts, Science & Commerce",Autonomous,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1933,A,223,Yes,3.36,753,35,9.7,BSc; BCom; BA,Yes,www.stxavierscollege.edu.in,Active
