placement_id,college_id,student_id,branch,graduation_year,company,package_lpa,internship_company,internship_stipend,placement_status,job_role,location
PLC013619,COL1567,STU078958,BCom (Accounting & Finance),2027,,,Cadila Healthcare,10500,Not Placed,,
PLC013620,COL0822,STU041288,MCom,2027,,,,,Not Eligible,,
PLC013621,COL1478,STU074890,Diploma in Civil Engineering,2027,,,,,Not Placed,,
PLC013622,COL1913,STU095746,MSc,2027,Byju's,5.7,Axis Bank,27500,Placed,Customer Support Executive,Kolhapur
PLC013623,COL1366,STU069105,MA,2027,,,Tata Steel,11500,Not Eligible,,
PLC013624,COL1323,STU066613,BCom (Accounting & Finance),2027,,,,,Not Placed,,
PLC013625,COL0452,STU022920,MA,2027,,,,,Not Placed,,
PLC013626,COL1061,STU052931,ME,2027,Siemens,6.7,Byju's,10000,Placed,Site Engineer,Aurangabad
PLC013627,COL1967,STU098470,MCom,2027,Axis Bank,7.0,Mphasis,13500,Placed,Financial Analyst,Pune
PLC013628,COL0995,STU049694,MCom,2027,Reliance Industries,6.5,,,Placed,Supply Chain Analyst,Hyderabad
PLC013629,COL0513,STU026300,MCom,2027,Concentrix,3.8,Cipla,14500,Placed,Content Associate,Kolhapur
PLC013630,COL1254,STU062514,BA,2027,Deloitte,7.4,Oracle,68500,Placed,Financial Analyst,Gurugram
PLC013631,COL0139,STU007155,MCom,2027,,,,,Not Placed,,
PLC013632,COL0005,STU000193,MCom,2027,Amazon (Operations),3.5,,,Placed,Content Associate,Pune
PLC013633,COL1772,STU088251,BCom,2027,,,Infosys,21000,Not Placed,,
PLC013634,COL1966,STU098316,ME,2027,SAP Labs,24.3,Concentrix,11000,Placed,Software Development Engineer,Chennai
PLC013635,COL0307,STU016022,BCom,2027,,,,,Not Placed,,
PLC013636,COL1621,STU081180,BSc,2027,,,Amazon (Operations),10500,Not Placed,,
PLC013637,COL0426,STU021743,BA,2027,,,TCS,19500,Not Eligible,,
PLC013638,COL1015,STU050888,M.Pharm,2027,,,,,Not Placed,,
PLC013639,COL1564,STU078828,ME,2027,Infosys,8.1,KPMG,20500,Placed,IT Analyst,Pune
PLC013640,COL0832,STU041661,MA,2027,,,Adobe,80500,Not Eligible,,
PLC013641,COL0061,STU003162,MA,2027,,,,,Not Placed,,
PLC013642,COL0650,STU032699,MSc,2027,Wipro BPO,5.2,,,Placed,Process Associate,Amravati
PLC013643,COL1184,STU059421,MCom,2027,,,Tata Motors,17500,Not Placed,,
PLC013644,COL1082,STU054003,MA,2027,,,Apollo Hospitals,12000,Not Eligible,,
PLC013645,COL1230,STU061565,BA,2027,,,Cipla,9000,Not Placed,,
PLC013646,COL0694,STU034671,MCom,2027,,,Google,64500,Not Placed,,
PLC013647,COL1280,STU063797,MCom,2027,,,Tech Mahindra,18500,Not Placed,,
PLC013648,COL1819,STU090697,BSc,2027,,,,,Not Placed,,
PLC013649,COL1783,STU088983,MA,2027,,,,,Not Eligible,,
PLC013650,COL1996,STU099807,MSc,2027,,,,,Not Eligible,,
PLC013651,COL0022,STU001161,MCom,2027,LTIMindtree,7.5,,,Placed,Associate Software Engineer,Bengaluru
PLC013652,COL1177,STU059137,Diploma in Computer Engineering,2027,Bajaj Auto,8.7,Mphasis,22000,Placed,Production Engineer,Thane
PLC013653,COL1175,STU059061,MSc,2027,,,,,Not Placed,,
PLC013654,COL1617,STU080981,BCom,2027,,,Bajaj Auto,11000,Not Placed,,
PLC013655,COL1115,STU055940,MSc,2027,,,,,Not Placed,,
PLC013656,COL1738,STU086683,MA,2027,,,Kotak Mahindra Bank,24500,Not Placed,,
PLC013657,COL1711,STU085486,MA,2027,ITC Limited,5.2,,,Placed,Sales Executive,Noida
PLC013658,COL1541,STU077828,MA,2027,,,KPMG,28500,Not Placed,,
PLC013659,COL1383,STU070084,MA,2027,,,,,Not Placed,,
PLC013660,COL0672,STU033663,BA,2027,Wipro,7.1,,,Placed,IT Analyst,Bengaluru
PLC013661,COL1783,STU089043,MA,2027,,,Cadila Healthcare,15000,Not Placed,,
PLC013662,COL0322,STU016733,PGDM,2027,Asian Paints,7.1,Thermax,19000,Placed,Management Trainee,Bengaluru
PLC013663,COL0636,STU031816,BSc Computer Science,2027,Asian Paints,7.7,Teleperformance,8500,Placed,Sales Executive,Chennai
PLC013664,COL1891,STU094312,ME,2027,,,Genpact,12000,Not Eligible,,
PLC013665,COL1977,STU098964,MSc,2027,Axis Bank,9.1,,,Placed,Business Analyst,Chennai
PLC013666,COL0351,STU018267,BCom,2027,,,Tata Motors,13500,Not Placed,,
PLC013667,COL1990,STU099622,MA,2027,Concentrix,3.9,,,Placed,Process Associate,Mumbai
PLC013668,COL0810,STU040466,MSc,2027,,,,,Not Placed,,
PLC013669,COL0685,STU034205,BE Electronics & Telecommunication,2027,,,Lupin,15000,Not Eligible,,
PLC013670,COL0457,STU023162,BA,2027,,,,,Not Placed,,
PLC013671,COL0328,STU017123,BE Electrical Engineering,2027,,,,,Not Placed,,
PLC013672,COL1778,STU088680,MSc,2027,Asian Paints,11.6,,,Placed,Management Trainee,Bengaluru
PLC013673,COL1021,STU051252,MA,2027,,,,,Not Eligible,,
PLC013674,COL1175,STU059055,MA,2027,,,Infosys,15000,Not Placed,,
PLC013675,COL1742,STU086808,MCom,2027,,,,,Not Placed,,
PLC013676,COL0835,STU041840,BA,2027,,,,,Not Eligible,,
PLC013677,COL1018,STU051047,BE Computer Engineering,2027,Intel,15.3,,,Placed,Data Scientist,Gurugram
PLC013678,COL0347,STU018009,MBA,2027,LTIMindtree,9.4,Tata Steel,14500,Placed,Software Trainee,Pune
PLC013679,COL1685,STU084159,MA,2027,,,SAP Labs,76000,Not Eligible,,
PLC013680,COL1204,STU060375,MSc,2027,,,,,Not Placed,,
PLC013681,COL0257,STU013390,BA Economics,2027,,,Lupin,16500,Not Placed,,
PLC013682,COL1765,STU087835,MSc,2027,Reliance Industries,12.3,,,Placed,Supply Chain Analyst,Bengaluru
PLC013683,COL0419,STU021327,BA,2027,,,,,Not Placed,,
PLC013684,COL1705,STU085243,MSc,2027,,,Cadila Healthcare,17000,Not Placed,,
PLC013685,COL1837,STU091575,LLM,2027,Cyril Amarchand Mangaldas,16.5,Tata Memorial Hospital,8000,Placed,Associate,Pune
PLC013686,COL0468,STU023933,BCom,2027,,,,,Not Eligible,,
PLC013687,COL0855,STU043120,ME,2027,Amazon,19.7,Kotak Mahindra Bank,22500,Placed,Data Scientist,Hyderabad
PLC013688,COL1902,STU095016,MCom,2027,,,Persistent Systems,17000,Not Placed,,
PLC013689,COL0999,STU049916,MSc,2027,,,,,Not Placed,,
PLC013690,COL0765,STU038396,PGDM,2027,Capgemini,4.3,Cadila Healthcare,10500,Placed,Technical Consultant,Noida
PLC013691,COL1413,STU071957,BE Civil Engineering,2027,LTIMindtree,5.4,Amazon,45000,Placed,IT Analyst,Hyderabad
PLC013692,COL0052,STU002892,D.Pharm,2027,,,,,Not Placed,,
PLC013693,COL1124,STU056262,MCom,2027,Capgemini,10.0,Qualcomm,66500,Placed,Associate Software Engineer,Bengaluru
PLC013694,COL1620,STU081141,BE Electrical Engineering,2027,SAP Labs,17.9,Cipla,17500,Placed,Machine Learning Engineer,Noida
PLC013695,COL0707,STU035396,BCom (Accounting & Finance),2027,Amazon (Operations),6.5,,,Placed,Process Associate,Nashik
PLC013696,COL1838,STU091583,PGDM,2027,Asian Paints,6.5,Cipla,10000,Placed,Sales Executive,Chennai
PLC013697,COL1482,STU075088,BE Electronics & Telecommunication,2027,Intel,11.6,Genpact,11500,Placed,Software Development Engineer,Chennai
PLC013698,COL0647,STU032458,BA,2027,,,,,Not Placed,,
PLC013699,COL0045,STU002446,LLM,2027,,,NVIDIA,59500,Not Placed,,
PLC013700,COL0203,STU010770,BSc,2027,HDFC Bank,4.8,,,Placed,Audit Associate,Gurugram
PLC013701,COL1239,STU061999,BCom,2027,,,,,Not Placed,,
PLC013702,COL0814,STU040850,MCom,2027,,,Tech Mahindra,14500,Not Placed,,
PLC013703,COL0246,STU012833,D.Pharm,2027,,,Capgemini,15000,Not Placed,,
PLC013704,COL0025,STU001349,BCom,2027,,,,,Not Placed,,
PLC013705,COL1165,STU058591,BE Electrical Engineering,2027,ABB India,8.7,,,Placed,Design Engineer,Pune
PLC013706,COL1282,STU063957,MCom,2027,,,,,Not Placed,,
PLC013707,COL1606,STU080630,MCom,2027,,,ABB India,17000,Not Placed,,
PLC013708,COL1212,STU060704,D.Pharm,2027,,,Cadila Healthcare,13500,Not Placed,,
PLC013709,COL1423,STU072447,MCom,2027,PwC,14.2,Kotak Mahindra Bank,26500,Placed,Relationship Manager,Noida
PLC013710,COL1367,STU069280,MSc,2027,Genpact,4.2,Fortis Healthcare,11000,Placed,Process Associate,Nagpur
PLC013711,COL1960,STU097995,BSc,2027,,,TCS,24500,Not Placed,,
PLC013712,COL0411,STU020839,MA,2027,,,Wipro,18000,Not Eligible,,
PLC013713,COL0347,STU018014,BBA,2027,Hindustan Unilever,12.5,,,Placed,Supply Chain Analyst,Pune
PLC013714,COL0796,STU039886,BSc,2027,Kotak Mahindra Bank,8.7,,,Placed,Business Analyst,Bengaluru
PLC013715,COL0925,STU046438,BE Computer Engineering,2027,,,,,Not Eligible,,
PLC013716,COL0307,STU016079,MSc,2027,,,Wipro BPO,6500,Not Placed,,
PLC013717,COL0703,STU035147,ME,2027,,,Kotak Mahindra Bank,19000,Not Eligible,,
PLC013718,COL1657,STU082755,MSc,2027,,,Intel,48500,Not Eligible,,
PLC013719,COL0267,STU013980,MA,2027,,,,,Not Eligible,,
PLC013720,COL1145,STU057422,MA,2027,Amazon (Operations),4.4,,,Placed,Process Associate,Nashik
PLC013721,COL0894,STU045077,BCom,2027,,,,,Not Placed,,
PLC013722,COL0916,STU046024,MCom,2027,,,,,Not Placed,,
PLC013723,COL1860,STU092701,BA,2027,Infosys,3.8,Apollo Hospitals,12500,Placed,Software Trainee,Hyderabad
PLC013724,COL1718,STU085740,BSc Computer Science,2027,,,,,Not Placed,,
PLC013725,COL1894,STU094461,MMS,2027,HDFC Bank,9.3,Larsen & Toubro,19500,Placed,Management Trainee,Noida
PLC013726,COL1901,STU094908,MA,2027,,,Teleperformance,10500,Not Placed,,
PLC013727,COL1139,STU057147,MS,2027,Fortis Healthcare,3.7,,,Placed,Resident Doctor,Kolhapur
PLC013728,COL1268,STU063249,ME,2027,Cognizant,9.3,HDFC Bank,26500,Placed,IT Analyst,Mumbai
PLC013729,COL1633,STU081708,MSc,2027,,,Deloitte,22500,Not Placed,,
PLC013730,COL0980,STU048885,BA,2027,,,Tata Memorial Hospital,13500,Not Placed,,
PLC013731,COL1807,STU090172,BE Civil Engineering,2027,,,Glenmark Pharmaceuticals,11000,Not Eligible,,
PLC013732,COL0747,STU037265,MSc,2027,,,,,Not Placed,,
PLC013733,COL1858,STU092553,LLM,2027,,,,,Not Placed,,
PLC013734,COL1418,STU072264,Diploma in Computer Engineering,2027,,,,,Not Placed,,
PLC013735,COL1801,STU089955,MSc,2027,Wipro,5.0,,,Placed,Software Trainee,Chennai
PLC013736,COL1832,STU091266,MSc,2027,,,,,Not Placed,,
PLC013737,COL1069,STU053326,MSc,2027,,,PwC,27500,Not Placed,,
PLC013738,COL1785,STU089145,BE Civil Engineering,2027,,,Tata Memorial Hospital,9000,Not Eligible,,
PLC013739,COL1793,STU089575,D.Pharm,2027,Dr. Reddy's Laboratories,8.8,Zensar Technologies,21500,Placed,Quality Control Analyst,Aurangabad
PLC013740,COL0342,STU017683,LLM,2027,Khaitan & Co,12.8,NVIDIA,50000,Placed,Associate,Mumbai
PLC013741,COL1072,STU053356,D.Pharm,2027,Ruby Hall Clinic,4.1,,,Placed,Clinical Associate,Kolhapur
PLC013742,COL0511,STU026172,MSc,2027,Godrej Consumer Products,12.1,Mahindra & Mahindra,19000,Placed,Sales Executive,Noida
PLC013743,COL0534,STU027288,BA History,2027,,,,,Not Placed,,
PLC013744,COL1385,STU070275,Diploma in Mechanical Engineering,2027,,,TCS,17000,Not Eligible,,
PLC013745,COL0126,STU006579,ME,2027,Accenture,10.0,ICICI Bank,30000,Placed,Associate Software Engineer,Gurugram
PLC013746,COL1478,STU074902,Diploma in Computer Engineering,2027,,,Glenmark Pharmaceuticals,14000,Not Placed,,
PLC013747,COL1884,STU093847,MA,2027,,,HDFC Bank,29000,Not Placed,,
PLC013748,COL1654,STU082618,BSc Chemistry,2027,,,,,Not Placed,,
PLC013749,COL0120,STU006222,MCom,2027,,,,,Not Eligible,,
PLC013750,COL0871,STU043905,MCom,2027,,,Siemens,15500,Not Placed,,
PLC013751,COL1913,STU095833,BCom,2027,,,,,Not Eligible,,
PLC013752,COL1438,STU073077,MSc,2027,Amazon (Operations),5.1,,,Placed,Process Associate,Mumbai
PLC013753,COL0513,STU026387,MSc,2027,,,,,Not Eligible,,
PLC013754,COL1510,STU076589,MSc,2027,,,,,Not Placed,,
PLC013755,COL1011,STU050762,M.Arch,2027,,,Kotak Mahindra Bank,20000,Not Placed,,
PLC013756,COL1453,STU073863,BE Computer Engineering,2027,Salesforce,34.2,Apollo Hospitals,9500,Placed,Cloud Engineer,Bengaluru
PLC013757,COL1188,STU059698,MCom,2027,Concentrix,3.4,,,Placed,Content Associate,Mumbai
PLC013758,COL0027,STU001482,BA History,2027,,,Max Healthcare,9000,Not Placed,,
PLC013759,COL0547,STU027932,MSc,2027,Teleperformance,5.1,,,Placed,Process Associate,Kolhapur
PLC013760,COL0818,STU041095,MSc,2027,Amazon (Operations),5.5,,,Placed,Operations Executive,Aurangabad
PLC013761,COL0995,STU049717,BSc,2027,,,,,Not Placed,,
PLC013762,COL1163,STU058378,BA,2027,,,Amazon (Operations),11000,Not Placed,,
PLC013763,COL0575,STU029003,MCom,2027,,,,,Not Placed,,
PLC013764,COL0360,STU018746,MA,2027,,,Uber,81000,Not Placed,,
PLC013765,COL1656,STU082709,M.Pharm,2027,Dr. Reddy's Laboratories,6.0,ABB India,10500,Placed,Production Chemist,Nashik
PLC013766,COL0886,STU044548,ME,2027,Bharat Forge,8.2,,,Placed,Design Engineer,Aurangabad
PLC013767,COL0130,STU006665,ME,2027,Tata Steel,12.2,,,Placed,Design Engineer,Chakan
PLC013768,COL0761,STU038024,ME,2027,,,NVIDIA,89000,Not Placed,,
PLC013769,COL1308,STU065762,MCom,2027,,,Uber,66500,Not Placed,,
PLC013770,COL0200,STU010564,Diploma in Civil Engineering,2027,,,,,Not Eligible,,
PLC013771,COL0768,STU038526,ME,2027,,,Axis Bank,17000,Not Placed,,
PLC013772,COL1261,STU062885,MMS,2027,,,Google,61000,Not Placed,,
PLC013773,COL1095,STU054865,MA,2027,,,,,Not Placed,,
PLC013774,COL0760,STU037945,MA,2027,,,,,Not Placed,,
PLC013775,COL1204,STU060454,BA,2027,Wipro BPO,3.1,ICICI Bank,16000,Placed,Customer Support Executive,Nashik
PLC013776,COL0827,STU041433,MSc,2027,TCS,4.2,Apollo Hospitals,14500,Placed,IT Analyst,Mumbai
PLC013777,COL0201,STU010633,MA,2027,,,,,Not Eligible,,
PLC013778,COL0141,STU007300,MCom,2027,,,Siemens,19500,Not Placed,,
PLC013779,COL1358,STU068519,BA Marathi,2027,,,ABB India,13500,Not Placed,,
PLC013780,COL1223,STU061139,BA,2027,,,Oracle,44000,Not Placed,,
PLC013781,COL1967,STU098372,MSc,2027,Teleperformance,3.1,,,Placed,Operations Executive,Nagpur
PLC013782,COL0019,STU000974,MA,2027,,,,,Not Placed,,
PLC013783,COL1704,STU085130,MSc,2027,Cognizant,5.7,,,Placed,Technical Consultant,Mumbai
PLC013784,COL0763,STU038235,MSc,2027,,,,,Not Placed,,
PLC013785,COL0740,STU037072,MA,2027,Byju's,5.6,Amazon,35500,Placed,Content Associate,Kolhapur
PLC013786,COL1713,STU085533,MSc,2027,,,Microsoft,79500,Not Placed,,
PLC013787,COL1398,STU070999,BA,2027,,,Tata Memorial Hospital,10500,Not Placed,,
PLC013788,COL0890,STU044946,MSc,2027,,,,,Not Placed,,
PLC013789,COL1150,STU057648,BCom (Accounting & Finance),2027,,,KPMG,15500,Not Placed,,
PLC013790,COL0196,STU010304,ME,2027,,,Thermax,10500,Not Placed,,
PLC013791,COL1774,STU088384,MA,2027,Asian Paints,8.0,,,Placed,Brand Associate,Noida
PLC013792,COL1916,STU095941,ME,2027,Adobe,25.2,Wipro,20500,Placed,Software Development Engineer,Pune
PLC013793,COL1873,STU093366,MSc,2027,,,,,Not Placed,,
PLC013794,COL1456,STU074040,ME,2027,ABB India,9.7,Tata Memorial Hospital,9000,Placed,Quality Engineer,Thane
PLC013795,COL0412,STU020907,MBA,2027,,,Cummins India,18000,Not Placed,,
PLC013796,COL0231,STU012317,ME,2027,Mphasis,4.4,Teleperformance,9500,Placed,IT Analyst,Noida
PLC013797,COL0740,STU037024,BCom,2027,,,,,Not Placed,,
PLC013798,COL0527,STU026997,MSc,2027,,,Microsoft,84000,Not Placed,,
PLC013799,COL1891,STU094304,ME,2027,ABB India,12.6,Fortis Healthcare,13500,Placed,Production Engineer,Pune
PLC013800,COL0540,STU027522,BA,2027,Hindustan Unilever,11.7,,,Placed,Supply Chain Analyst,Bengaluru
PLC013801,COL1421,STU072372,MA,2027,Persistent Systems,7.9,,,Placed,Systems Engineer,Pune
PLC013802,COL0357,STU018653,BE Electrical Engineering,2027,SAP Labs,10.8,Intel,63000,Placed,Product Analyst,Gurugram
PLC013803,COL0016,STU000818,MBA,2027,Deloitte,5.2,EY,23000,Placed,Relationship Manager,Hyderabad
PLC013804,COL0457,STU023185,BSc,2027,,,,,Not Placed,,
PLC013805,COL0686,STU034250,ME,2027,Walmart Global Tech,20.7,Mahindra & Mahindra,16000,Placed,Machine Learning Engineer,Gurugram
PLC013806,COL1255,STU062615,MCom,2027,Genpact,5.9,,,Placed,Process Associate,Mumbai
PLC013807,COL0307,STU016051,BSc,2027,PwC,10.8,Concentrix,9500,Placed,Financial Analyst,Chennai
PLC013808,COL0885,STU044509,BA Economics,2027,,,,,Not Placed,,
PLC013809,COL1016,STU050930,BA History,2027,,,,,Not Placed,,
PLC013810,COL0328,STU017162,BE Electrical Engineering,2027,Persistent Systems,10.5,Tata Memorial Hospital,10500,Placed,IT Analyst,Noida
PLC013811,COL1744,STU086999,MCom,2027,ITC Limited,13.9,,,Placed,Supply Chain Analyst,Gurugram
PLC013812,COL0995,STU049733,MCom,2027,,,,,Not Placed,,
PLC013813,COL1983,STU099374,MA,2027,,,Byju's,10500,Not Eligible,,
PLC013814,COL0968,STU048261,MSc,2027,Godrej Consumer Products,9.8,,,Placed,Brand Associate,Mumbai
PLC013815,COL0285,STU015070,BCom,2027,,,Capgemini,24000,Not Placed,,
PLC013816,COL0744,STU037167,MSc,2027,Tech Mahindra,4.1,Adobe,88500,Placed,IT Analyst,Chennai
PLC013817,COL0440,STU022364,BSc,2027,,,Mahindra & Mahindra,15500,Not Placed,,
PLC013818,COL0789,STU039626,BCom (Accounting & Finance),2027,,,Fortis Healthcare,11000,Not Placed,,
PLC013819,COL1329,STU066983,BE Civil Engineering,2027,Larsen & Toubro,5.6,,,Placed,Graduate Engineer Trainee,Aurangabad
PLC013820,COL0778,STU038968,M.Ed,2027,,,,,Not Placed,,
PLC013821,COL1112,STU055862,ME,2027,TCS,5.6,SAP Labs,62500,Placed,Systems Engineer,Mumbai
PLC013822,COL1059,STU052791,ME,2027,,,,,Not Placed,,
PLC013823,COL1356,STU068279,MA,2027,Genpact,5.0,,,Placed,Content Associate,Mumbai
PLC013824,COL0594,STU030053,ME,2027,Zensar Technologies,7.6,SAP Labs,52000,Placed,Software Trainee,Gurugram
PLC013825,COL0293,STU015461,M.Pharm,2027,Tata Memorial Hospital,6.9,,,Placed,Staff Nurse,Mumbai
PLC013826,COL1267,STU063174,BCom,2027,Teleperformance,5.1,HCLTech,12000,Placed,Content Associate,Mumbai
PLC013827,COL1876,STU093438,BA,2027,,,,,Not Placed,,
PLC013828,COL0408,STU020688,BE Civil Engineering,2027,Thermax,7.8,Ruby Hall Clinic,13000,Placed,Design Engineer,Pune
PLC013829,COL0610,STU030611,BSc,2027,,,Bajaj Auto,17500,Not Placed,,
PLC013830,COL0950,STU047435,M.Arch,2027,,,Byju's,7000,Not Placed,,
PLC013831,COL0827,STU041421,BCom,2027,Asian Paints,6.3,,,Placed,Supply Chain Analyst,Bengaluru
PLC013832,COL0265,STU013746,MCom,2027,Teleperformance,4.9,,,Placed,Customer Support Executive,Aurangabad
PLC013833,COL0439,STU022324,BSc Physics,2027,Hindustan Unilever,7.3,,,Placed,Supply Chain Analyst,Chennai
PLC013834,COL1028,STU051557,BSc,2027,,,Kotak Mahindra Bank,17500,Not Placed,,
PLC013835,COL1282,STU063931,MCom,2027,,,,,Not Placed,,
PLC013836,COL0857,STU043264,MA,2027,,,Cipla,17000,Not Placed,,
PLC013837,COL0319,STU016676,BCom,2027,,,,,Not Eligible,,
PLC013838,COL1523,STU077178,MSc,2027,Mphasis,9.5,Infosys,19500,Placed,Associate Software Engineer,Bengaluru
PLC013839,COL0120,STU006157,MSc,2027,,,,,Not Eligible,,
PLC013840,COL1060,STU052858,MA,2027,,,,,Not Placed,,
PLC013841,COL0959,STU047885,BA,2027,,,,,Not Placed,,
PLC013842,COL0406,STU020615,M.Sc Agriculture,2027,UPL Limited,8.9,,,Placed,Field Executive,Mumbai
PLC013843,COL0459,STU023366,MSc,2027,,,Mphasis,22000,Not Eligible,,
PLC013844,COL0849,STU042748,ME,2027,,,Concentrix,9000,Not Placed,,
PLC013845,COL1416,STU072223,ME,2027,Tata Motors,7.0,Uber,49000,Placed,Quality Engineer,Pune
PLC013846,COL0952,STU047564,MSc,2027,,,Genpact,9000,Not Placed,,
PLC013847,COL0417,STU021181,BE Civil Engineering,2027,Walmart Global Tech,18.2,Bajaj Auto,13000,Placed,Product Analyst,Bengaluru
PLC013848,COL0266,STU013838,ME,2027,Thermax,6.3,Fortis Healthcare,14500,Placed,Production Engineer,Aurangabad
PLC013849,COL1189,STU059776,MCom,2027,,,Thermax,15500,Not Eligible,,
PLC013850,COL0550,STU028122,BE Mechanical Engineering,2027,Mphasis,7.9,Max Healthcare,11000,Placed,Technical Consultant,Pune
PLC013851,COL0535,STU027383,MSc,2027,,,,,Not Placed,,
PLC013852,COL0666,STU033416,BSc,2027,,,Mahindra & Mahindra,11500,Not Placed,,
PLC013853,COL0437,STU022156,BE Civil Engineering,2027,Wipro,5.2,EY,28500,Placed,Software Trainee,Noida
PLC013854,COL0067,STU003409,BCom,2027,Byju's,3.9,Amazon (Operations),8000,Placed,Customer Support Executive,Solapur
PLC013855,COL0837,STU041973,BSc Computer Science,2027,Byju's,6.8,Fortis Healthcare,8000,Placed,Process Associate,Aurangabad
PLC013856,COL0465,STU023531,MA,2027,,,Concentrix,10000,Not Placed,,
PLC013857,COL1136,STU057066,MCom,2027,,,Genpact,9500,Not Placed,,
PLC013858,COL1974,STU098822,BE Electronics & Telecommunication,2027,Capgemini,8.5,Axis Bank,16500,Placed,Technical Consultant,Gurugram
PLC013859,COL0995,STU049784,BA,2027,,,Microsoft,68500,Not Placed,,
PLC013860,COL0622,STU031221,MBA,2027,,,Oracle,81500,Not Placed,,
PLC013861,COL1222,STU061132,BSc,2027,PwC,14.4,Wipro,18500,Placed,Relationship Manager,Bengaluru
PLC013862,COL1533,STU077550,BSc,2027,Amazon (Operations),6.1,,,Placed,Operations Executive,Nashik
PLC013863,COL1533,STU077542,MSc,2027,Byju's,4.9,KPMG,17500,Placed,Operations Executive,Pune
PLC013864,COL0207,STU011009,ME,2027,Amazon,24.8,,,Placed,Product Analyst,Pune
PLC013865,COL1748,STU087151,MA,2027,Hindustan Unilever,15.7,Apollo Hospitals,14500,Placed,Management Trainee,Pune
PLC013866,COL0788,STU039569,BE Electronics & Telecommunication,2027,HCLTech,7.6,Cummins India,11500,Placed,IT Analyst,Mumbai
PLC013867,COL0851,STU042903,BCom (Accounting & Finance),2027,HDFC Bank,6.0,Kotak Mahindra Bank,21000,Placed,Relationship Manager,Pune
PLC013868,COL1734,STU086442,MCom,2027,,,,,Not Placed,,
PLC013869,COL0726,STU036397,MSc,2027,,,,,Not Placed,,
PLC013870,COL1168,STU058758,BSc Chemistry,2027,,,HDFC Life,16000,Not Placed,,
PLC013871,COL0949,STU047407,MCom,2027,,,Mphasis,19500,Not Placed,,
PLC013872,COL1640,STU082051,BA,2027,Godrej Consumer Products,12.2,Qualcomm,65500,Placed,Sales Executive,Chennai
PLC013873,COL0036,STU002064,MCom,2027,ICICI Bank,9.6,,,Placed,Audit Associate,Bengaluru
PLC013874,COL0895,STU045146,ME,2027,Wipro,5.7,Lupin,15000,Placed,IT Analyst,Hyderabad
PLC013875,COL1944,STU097191,MSc,2027,Accenture,8.6,,,Placed,IT Analyst,Pune
PLC013876,COL1585,STU079822,LLB,2027,,,,,Not Placed,,
PLC013877,COL0592,STU029928,MCom,2027,Genpact,4.9,,,Placed,Process Associate,Solapur
PLC013878,COL1226,STU061438,ME,2027,,,Persistent Systems,24500,Not Eligible,,
PLC013879,COL1509,STU076574,BE Electrical Engineering,2027,Godrej & Boyce,5.9,Wipro BPO,6500,Placed,Quality Engineer,Chakan
PLC013880,COL1770,STU088120,ME,2027,Accenture,9.7,,,Placed,Software Trainee,Gurugram
PLC013881,COL1257,STU062747,MCom,2027,,,,,Not Placed,,
PLC013882,COL1514,STU076866,MA,2027,Reliance Industries,7.6,Mphasis,23500,Placed,Sales Executive,Bengaluru
PLC013883,COL0818,STU041130,MSc,2027,Amazon (Operations),4.4,,,Placed,Process Associate,Amravati
PLC013884,COL1338,STU067368,BE Electronics & Telecommunication,2027,Amazon,37.5,Accenture,22000,Placed,Software Development Engineer,Gurugram
